age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
53;*;married;tertiary;*;2557;*;*;cellular;*;*;*;*;182;7;*;no
42;*;married;primary;*;0;*;*;unknown;*;*;*;*;-1;0;*;no
30;*;married;secondary;*;85;*;*;cellular;*;*;*;*;-1;0;*;no
45;*;married;tertiary;*;0;*;*;unknown;*;*;*;*;-1;0;*;no
45;*;married;secondary;*;1134;*;*;cellular;*;*;*;*;-1;0;*;no
33;*;divorced;secondary;*;969;*;*;unknown;*;*;*;*;-1;0;*;no
52;*;married;unknown;*;2709;*;*;telephone;*;*;*;*;-1;0;*;no
41;*;married;secondary;*;1838;*;*;cellular;*;*;*;*;-1;0;*;no
72;*;married;primary;*;0;*;*;cellular;*;*;*;*;191;3;*;no
59;*;married;secondary;*;969;*;*;unknown;*;*;*;*;-1;0;*;no
24;*;married;unknown;*;448;*;*;cellular;*;*;*;*;-1;0;*;yes
48;*;single;tertiary;*;-551;*;*;cellular;*;*;*;*;-1;0;*;no
37;*;single;tertiary;*;206;*;*;cellular;*;*;*;*;-1;0;*;no
26;*;single;primary;*;230;*;*;unknown;*;*;*;*;-1;0;*;no
41;*;married;tertiary;*;60;*;*;cellular;*;*;*;*;-1;0;*;no
46;*;married;primary;*;116;*;*;cellular;*;*;*;*;341;3;*;no
60;*;married;primary;*;0;*;*;telephone;*;*;*;*;-1;0;*;no
45;*;married;secondary;*;2020;*;*;cellular;*;*;*;*;131;1;*;no
51;*;divorced;secondary;*;1524;*;*;cellular;*;*;*;*;-1;0;*;no
54;*;married;secondary;*;1150;*;*;cellular;*;*;*;*;-1;0;*;no
27;*;single;secondary;*;456;*;*;cellular;*;*;*;*;-1;0;*;no
51;*;married;primary;*;106;*;*;telephone;*;*;*;*;110;2;*;no
31;*;single;tertiary;*;2384;*;*;cellular;*;*;*;*;-1;0;*;no
42;*;married;primary;*;0;*;*;unknown;*;*;*;*;-1;0;*;no
53;*;divorced;unknown;*;257;*;*;cellular;*;*;*;*;-1;0;*;yes
53;*;married;secondary;*;1319;*;*;unknown;*;*;*;*;-1;0;*;yes
53;*;married;tertiary;*;8563;*;*;cellular;*;*;*;*;-1;0;*;no
37;*;single;secondary;*;1130;*;*;cellular;*;*;*;*;-1;0;*;yes
56;*;married;unknown;*;616;*;*;unknown;*;*;*;*;-1;0;*;no
60;*;married;secondary;*;3587;*;*;unknown;*;*;*;*;-1;0;*;no
33;*;married;primary;*;62;*;*;telephone;*;*;*;*;-1;0;*;no
59;*;married;tertiary;*;10360;*;*;unknown;*;*;*;*;-1;0;*;no
45;*;married;primary;*;-485;*;*;cellular;*;*;*;*;-1;0;*;no
82;*;married;primary;*;8603;*;*;cellular;*;*;*;*;-1;0;*;yes
41;*;married;secondary;*;546;*;*;cellular;*;*;*;*;-1;0;*;no
36;*;divorced;secondary;*;566;*;*;unknown;*;*;*;*;-1;0;*;no
32;*;married;secondary;*;3184;*;*;cellular;*;*;*;*;-1;0;*;no
25;*;single;tertiary;*;1231;*;*;cellular;*;*;*;*;-1;0;*;yes
42;*;divorced;tertiary;*;221;*;*;unknown;*;*;*;*;-1;0;*;no
38;*;single;secondary;*;397;*;*;cellular;*;*;*;*;-1;0;*;no
29;*;married;tertiary;*;991;*;*;cellular;*;*;*;*;-1;0;*;no
34;*;divorced;primary;*;46;*;*;telephone;*;*;*;*;-1;0;*;no
58;*;married;primary;*;10628;*;*;cellular;*;*;*;*;-1;0;*;no
38;*;married;secondary;*;271;*;*;cellular;*;*;*;*;-1;0;*;no
37;*;married;primary;*;643;*;*;cellular;*;*;*;*;269;3;*;no
45;*;married;primary;*;816;*;*;unknown;*;*;*;*;-1;0;*;no
57;*;married;secondary;*;191;*;*;cellular;*;*;*;*;-1;0;*;no
27;*;single;secondary;*;3276;*;*;cellular;*;*;*;*;110;2;*;no
81;*;married;primary;*;243;*;*;cellular;*;*;*;*;92;1;*;yes
66;*;married;primary;*;2883;*;*;cellular;*;*;*;*;-1;0;*;yes
51;*;married;secondary;*;2156;*;*;cellular;*;*;*;*;-1;0;*;no
45;*;married;tertiary;*;-577;*;*;cellular;*;*;*;*;-1;0;*;no
45;*;divorced;primary;*;1805;*;*;cellular;*;*;*;*;-1;0;*;no
44;*;single;secondary;*;492;*;*;cellular;*;*;*;*;361;2;*;no
46;*;single;tertiary;*;134;*;*;cellular;*;*;*;*;-1;0;*;no
38;*;married;tertiary;*;334;*;*;cellular;*;*;*;*;-1;0;*;no
35;*;single;secondary;*;-51;*;*;unknown;*;*;*;*;-1;0;*;no
34;*;married;secondary;*;487;*;*;unknown;*;*;*;*;-1;0;*;no
30;*;single;tertiary;*;775;*;*;unknown;*;*;*;*;-1;0;*;no
35;*;married;secondary;*;433;*;*;cellular;*;*;*;*;-1;0;*;no
52;*;married;tertiary;*;51;*;*;unknown;*;*;*;*;-1;0;*;no
36;*;single;tertiary;*;258;*;*;cellular;*;*;*;*;-1;0;*;no
30;*;single;secondary;*;601;*;*;cellular;*;*;*;*;105;1;*;no
32;*;married;secondary;*;659;*;*;cellular;*;*;*;*;-1;0;*;no
30;*;single;secondary;*;2145;*;*;cellular;*;*;*;*;-1;0;*;yes
41;*;single;tertiary;*;275;*;*;cellular;*;*;*;*;-1;0;*;no
30;*;married;primary;*;5;*;*;cellular;*;*;*;*;203;1;*;yes
52;*;married;secondary;*;141;*;*;cellular;*;*;*;*;-1;0;*;no
36;*;single;secondary;*;198;*;*;cellular;*;*;*;*;-1;0;*;no
34;*;married;secondary;*;382;*;*;cellular;*;*;*;*;198;7;*;no
27;*;married;secondary;*;-302;*;*;unknown;*;*;*;*;-1;0;*;no
54;*;married;unknown;*;895;*;*;cellular;*;*;*;*;-1;0;*;yes
49;*;married;tertiary;*;1843;*;*;cellular;*;*;*;*;-1;0;*;no
44;*;single;secondary;*;1679;*;*;telephone;*;*;*;*;-1;0;*;yes
43;*;married;tertiary;*;1646;*;*;cellular;*;*;*;*;-1;0;*;no
34;*;married;primary;*;0;*;*;unknown;*;*;*;*;-1;0;*;no
27;*;single;secondary;*;13;*;*;telephone;*;*;*;*;-1;0;*;no
28;*;single;secondary;*;891;*;*;telephone;*;*;*;*;-1;0;*;no
58;*;married;secondary;*;3927;*;*;cellular;*;*;*;*;363;1;*;no
41;*;single;secondary;*;-320;*;*;unknown;*;*;*;*;-1;0;*;no
44;*;single;primary;*;787;*;*;unknown;*;*;*;*;-1;0;*;no
34;*;married;primary;*;7468;*;*;cellular;*;*;*;*;-1;0;*;yes
47;*;married;secondary;*;290;*;*;cellular;*;*;*;*;-1;0;*;yes
41;*;married;secondary;*;213;*;*;unknown;*;*;*;*;-1;0;*;no
32;*;married;tertiary;*;3442;*;*;cellular;*;*;*;*;-1;0;*;no
58;*;divorced;tertiary;*;264;*;*;cellular;*;*;*;*;-1;0;*;no
34;*;divorced;secondary;*;592;*;*;cellular;*;*;*;*;-1;0;*;no
51;*;married;secondary;*;4695;*;*;cellular;*;*;*;*;-1;0;*;no
36;*;married;secondary;*;-251;*;*;unknown;*;*;*;*;-1;0;*;no
40;*;married;tertiary;*;1293;*;*;cellular;*;*;*;*;105;2;*;yes
30;*;single;tertiary;*;232;*;*;cellular;*;*;*;*;91;1;*;yes
33;*;married;secondary;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
27;*;single;secondary;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
31;*;married;secondary;*;243;*;*;cellular;*;*;*;*;842;1;*;yes
36;*;single;secondary;*;0;*;*;cellular;*;*;*;*;-1;0;*;yes
42;*;married;secondary;*;-21;*;*;unknown;*;*;*;*;-1;0;*;no
41;*;married;tertiary;*;5;*;*;cellular;*;*;*;*;140;3;*;no
57;*;married;tertiary;*;75;*;*;cellular;*;*;*;*;-1;0;*;no
38;*;single;secondary;*;1270;*;*;cellular;*;*;*;*;337;6;*;no
49;*;married;secondary;*;2015;*;*;cellular;*;*;*;*;-1;0;*;no
53;*;divorced;primary;*;146;*;*;cellular;*;*;*;*;370;1;*;no
52;*;married;secondary;*;3369;*;*;cellular;*;*;*;*;-1;0;*;no
41;*;married;primary;*;-52;*;*;cellular;*;*;*;*;-1;0;*;no
57;*;married;primary;*;780;*;*;cellular;*;*;*;*;-1;0;*;no
48;*;married;secondary;*;5058;*;*;unknown;*;*;*;*;-1;0;*;no
32;*;single;secondary;*;4843;*;*;cellular;*;*;*;*;-1;0;*;no
33;*;married;secondary;*;2761;*;*;cellular;*;*;*;*;-1;0;*;no
51;*;divorced;primary;*;602;*;*;cellular;*;*;*;*;284;2;*;no
42;*;single;primary;*;1322;*;*;cellular;*;*;*;*;-1;0;*;no
26;*;single;secondary;*;1;*;*;cellular;*;*;*;*;-1;0;*;no
37;*;single;tertiary;*;-119;*;*;unknown;*;*;*;*;-1;0;*;no
27;*;single;secondary;*;683;*;*;unknown;*;*;*;*;-1;0;*;no
32;*;married;tertiary;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
54;*;married;secondary;*;2957;*;*;unknown;*;*;*;*;-1;0;*;no
34;*;married;secondary;*;4902;*;*;cellular;*;*;*;*;167;1;*;no
56;*;married;secondary;*;876;*;*;telephone;*;*;*;*;-1;0;*;no
33;*;married;tertiary;*;1674;*;*;cellular;*;*;*;*;-1;0;*;no
31;*;single;tertiary;*;283;*;*;cellular;*;*;*;*;-1;0;*;no
60;*;married;tertiary;*;315;*;*;cellular;*;*;*;*;183;3;*;yes
32;*;single;secondary;*;1088;*;*;cellular;*;*;*;*;363;2;*;yes
36;*;single;tertiary;*;1283;*;*;cellular;*;*;*;*;-1;0;*;no
33;*;married;tertiary;*;21;*;*;cellular;*;*;*;*;-1;0;*;no
54;*;divorced;secondary;*;765;*;*;cellular;*;*;*;*;-1;0;*;no
58;*;married;primary;*;5506;*;*;telephone;*;*;*;*;-1;0;*;no
33;*;single;secondary;*;671;*;*;cellular;*;*;*;*;-1;0;*;no
55;*;married;tertiary;*;36;*;*;cellular;*;*;*;*;-1;0;*;no
36;*;divorced;secondary;*;1655;*;*;cellular;*;*;*;*;-1;0;*;no
55;*;married;secondary;*;11743;*;*;unknown;*;*;*;*;-1;0;*;no
58;*;married;secondary;*;343;*;*;unknown;*;*;*;*;-1;0;*;no
42;*;single;secondary;*;583;*;*;cellular;*;*;*;*;-1;0;*;no
28;*;married;tertiary;*;482;*;*;cellular;*;*;*;*;-1;0;*;yes
50;*;married;tertiary;*;72;*;*;cellular;*;*;*;*;-1;0;*;no
33;*;single;secondary;*;235;*;*;cellular;*;*;*;*;-1;0;*;no
22;*;married;secondary;*;14;*;*;unknown;*;*;*;*;-1;0;*;no
54;*;married;tertiary;*;440;*;*;cellular;*;*;*;*;-1;0;*;no
*;*;*;*;*;368;*;*;unknown;*;*;*;*;-1;0;*;no
31;*;married;secondary;*;659;*;*;cellular;*;*;*;*;-1;0;*;no
58;*;married;tertiary;*;5087;*;*;cellular;*;*;*;*;154;1;*;no
59;*;married;primary;*;0;*;*;telephone;*;*;*;*;-1;0;*;no
30;*;married;tertiary;*;-256;*;*;unknown;*;*;*;*;-1;0;*;no
36;*;married;tertiary;*;2309;*;*;cellular;*;*;*;*;-1;0;*;no
86;*;married;primary;*;5236;*;*;telephone;*;*;*;*;-1;0;*;yes
38;*;married;secondary;*;304;*;*;unknown;*;*;*;*;-1;0;*;no
35;*;married;secondary;*;683;*;*;unknown;*;*;*;*;-1;0;*;no
55;*;married;primary;*;621;*;*;cellular;*;*;*;*;208;1;*;no
46;*;single;tertiary;*;379;*;*;cellular;*;*;*;*;-1;0;*;no
48;*;married;unknown;*;3233;*;*;unknown;*;*;*;*;-1;0;*;no
45;*;married;tertiary;*;5450;*;*;cellular;*;*;*;*;-1;0;*;no
33;*;single;tertiary;*;317;*;*;cellular;*;*;*;*;80;14;*;yes
28;*;married;secondary;*;373;*;*;cellular;*;*;*;*;344;1;*;no
36;*;single;tertiary;*;1339;*;*;cellular;*;*;*;*;-1;0;*;no
60;*;single;tertiary;*;179;*;*;cellular;*;*;*;*;-1;0;*;no
54;*;single;tertiary;*;252;*;*;cellular;*;*;*;*;-1;0;*;no
57;*;married;secondary;*;663;*;*;cellular;*;*;*;*;-1;0;*;no
34;*;married;secondary;*;-56;*;*;unknown;*;*;*;*;-1;0;*;no
57;*;married;secondary;*;1230;*;*;cellular;*;*;*;*;-1;0;*;no
26;*;single;secondary;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
32;*;married;secondary;*;22;*;*;cellular;*;*;*;*;-1;0;*;no
31;*;married;primary;*;554;*;*;cellular;*;*;*;*;352;5;*;no
39;*;divorced;tertiary;*;355;*;*;cellular;*;*;*;*;-1;0;*;no
27;*;single;tertiary;*;3021;*;*;unknown;*;*;*;*;-1;0;*;no
39;*;single;unknown;*;3583;*;*;unknown;*;*;*;*;-1;0;*;no
25;*;single;tertiary;*;1129;*;*;cellular;*;*;*;*;-1;0;*;no
31;*;single;secondary;*;2089;*;*;unknown;*;*;*;*;-1;0;*;no
54;*;married;primary;*;-41;*;*;unknown;*;*;*;*;-1;0;*;no
28;*;single;tertiary;*;387;*;*;cellular;*;*;*;*;82;1;*;yes
54;*;married;tertiary;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
39;*;married;primary;*;7685;*;*;cellular;*;*;*;*;-1;0;*;no
31;*;single;secondary;*;-186;*;*;unknown;*;*;*;*;-1;0;*;no
32;*;divorced;tertiary;*;312;*;*;unknown;*;*;*;*;-1;0;*;no
39;*;married;secondary;*;56;*;*;telephone;*;*;*;*;-1;0;*;no
43;*;married;tertiary;*;-69;*;*;unknown;*;*;*;*;-1;0;*;no
59;*;married;primary;*;1227;*;*;cellular;*;*;*;*;-1;0;*;no
60;*;divorced;secondary;*;2063;*;*;cellular;*;*;*;*;-1;0;*;no
30;*;single;primary;*;395;*;*;cellular;*;*;*;*;-1;0;*;no
32;*;married;tertiary;*;653;*;*;cellular;*;*;*;*;-1;0;*;yes
41;*;married;secondary;*;0;*;*;cellular;*;*;*;*;-1;0;*;yes
38;*;married;tertiary;*;1649;*;*;cellular;*;*;*;*;432;3;*;no
53;*;married;tertiary;*;217;*;*;cellular;*;*;*;*;-1;0;*;no
42;*;married;secondary;*;1508;*;*;cellular;*;*;*;*;-1;0;*;no
57;*;married;secondary;*;123;*;*;cellular;*;*;*;*;-1;0;*;no
53;*;married;secondary;*;4493;*;*;cellular;*;*;*;*;168;3;*;no
45;*;single;tertiary;*;483;*;*;cellular;*;*;*;*;265;11;*;yes
34;*;single;secondary;*;79;*;*;cellular;*;*;*;*;-1;0;*;no
31;*;single;tertiary;*;882;*;*;cellular;*;*;*;*;-1;0;*;yes
29;*;single;tertiary;*;41;*;*;cellular;*;*;*;*;-1;0;*;no
33;*;married;tertiary;*;3;*;*;cellular;*;*;*;*;-1;0;*;no
55;*;married;secondary;*;953;*;*;cellular;*;*;*;*;-1;0;*;no
33;*;married;secondary;*;310;*;*;unknown;*;*;*;*;-1;0;*;no
50;*;married;tertiary;*;3284;*;*;unknown;*;*;*;*;-1;0;*;no
49;*;divorced;secondary;*;-53;*;*;unknown;*;*;*;*;-1;0;*;no
33;*;single;secondary;*;1883;*;*;cellular;*;*;*;*;256;1;*;no
35;*;single;secondary;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
37;*;divorced;secondary;*;1533;*;*;cellular;*;*;*;*;-1;0;*;yes
45;*;married;secondary;*;61;*;*;unknown;*;*;*;*;-1;0;*;yes
32;*;married;secondary;*;2366;*;*;unknown;*;*;*;*;-1;0;*;no
39;*;married;secondary;*;140;*;*;cellular;*;*;*;*;-1;0;*;no
26;*;divorced;secondary;*;21;*;*;unknown;*;*;*;*;-1;0;*;no
28;*;married;secondary;*;708;*;*;unknown;*;*;*;*;-1;0;*;no
24;*;single;secondary;*;1295;*;*;cellular;*;*;*;*;-1;0;*;yes
34;*;married;tertiary;*;91;*;*;cellular;*;*;*;*;281;1;*;no
32;*;divorced;secondary;*;210;*;*;unknown;*;*;*;*;-1;0;*;no
36;*;married;secondary;*;283;*;*;unknown;*;*;*;*;-1;0;*;no
52;*;married;secondary;*;371;*;*;cellular;*;*;*;*;182;1;*;yes
35;*;single;primary;*;-276;*;*;cellular;*;*;*;*;-1;0;*;yes
29;*;married;secondary;*;-565;*;*;unknown;*;*;*;*;-1;0;*;no
46;*;married;tertiary;*;810;*;*;cellular;*;*;*;*;176;1;*;no
54;*;divorced;secondary;*;1327;*;*;unknown;*;*;*;*;-1;0;*;no
41;*;single;tertiary;*;-89;*;*;cellular;*;*;*;*;251;4;*;no
28;*;married;secondary;*;22171;*;*;unknown;*;*;*;*;-1;0;*;no
33;*;married;tertiary;*;2308;*;*;unknown;*;*;*;*;-1;0;*;no
35;*;married;tertiary;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
40;*;married;tertiary;*;-130;*;*;unknown;*;*;*;*;-1;0;*;no
30;*;single;tertiary;*;697;*;*;cellular;*;*;*;*;102;2;*;yes
59;*;married;tertiary;*;315;*;*;cellular;*;*;*;*;176;2;*;yes
25;*;single;tertiary;*;2399;*;*;unknown;*;*;*;*;-1;0;*;no
38;*;single;secondary;*;382;*;*;cellular;*;*;*;*;-1;0;*;no
31;*;married;secondary;*;35;*;*;cellular;*;*;*;*;-1;0;*;yes
33;*;divorced;secondary;*;370;*;*;cellular;*;*;*;*;-1;0;*;no
41;*;married;tertiary;*;63;*;*;cellular;*;*;*;*;-1;0;*;no
48;*;married;primary;*;3837;*;*;cellular;*;*;*;*;-1;0;*;no
28;*;single;secondary;*;0;*;*;cellular;*;*;*;*;206;2;*;no
39;*;divorced;tertiary;*;224;*;*;cellular;*;*;*;*;-1;0;*;no
52;*;married;primary;*;256;*;*;cellular;*;*;*;*;-1;0;*;no
25;*;single;tertiary;*;1602;*;*;cellular;*;*;*;*;-1;0;*;no
26;*;married;secondary;*;523;*;*;cellular;*;*;*;*;126;1;*;no
32;*;married;tertiary;*;302;*;*;unknown;*;*;*;*;384;2;*;yes
27;*;single;secondary;*;4;*;*;unknown;*;*;*;*;-1;0;*;no
33;*;married;secondary;*;-708;*;*;cellular;*;*;*;*;-1;0;*;no
27;*;single;tertiary;*;7944;*;*;cellular;*;*;*;*;346;1;*;no
64;*;married;tertiary;*;3951;*;*;cellular;*;*;*;*;91;1;*;yes
49;*;single;secondary;*;2040;*;*;unknown;*;*;*;*;-1;0;*;no
35;*;divorced;tertiary;*;2885;*;*;cellular;*;*;*;*;43;8;*;yes
28;*;single;tertiary;*;224;*;*;cellular;*;*;*;*;-1;0;*;no
25;*;married;secondary;*;-102;*;*;cellular;*;*;*;*;-1;0;*;no
36;*;married;secondary;*;356;*;*;cellular;*;*;*;*;-1;0;*;no
31;*;single;tertiary;*;307;*;*;cellular;*;*;*;*;229;2;*;yes
57;*;married;secondary;*;5313;*;*;cellular;*;*;*;*;196;1;*;yes
41;*;married;primary;*;3803;*;*;cellular;*;*;*;*;-1;0;*;no
59;*;married;primary;*;370;*;*;cellular;*;*;*;*;-1;0;*;no
42;*;divorced;secondary;*;372;*;*;unknown;*;*;*;*;-1;0;*;no
29;*;single;tertiary;*;2178;*;*;cellular;*;*;*;*;139;1;*;yes
33;*;single;tertiary;*;1150;*;*;telephone;*;*;*;*;-1;0;*;no
28;*;single;secondary;*;1633;*;*;cellular;*;*;*;*;-1;0;*;yes
55;*;divorced;tertiary;*;2848;*;*;cellular;*;*;*;*;-1;0;*;no
34;*;married;secondary;*;978;*;*;cellular;*;*;*;*;71;1;*;yes
35;*;married;tertiary;*;618;*;*;cellular;*;*;*;*;-1;0;*;no
32;*;married;secondary;*;1293;*;*;unknown;*;*;*;*;-1;0;*;no
36;*;married;secondary;*;421;*;*;cellular;*;*;*;*;334;3;*;no
35;*;single;secondary;*;399;*;*;cellular;*;*;*;*;345;3;*;yes
41;*;married;primary;*;241;*;*;cellular;*;*;*;*;150;1;*;no
47;*;married;tertiary;*;150;*;*;cellular;*;*;*;*;-1;0;*;no
52;*;divorced;primary;*;528;*;*;cellular;*;*;*;*;-1;0;*;no
55;*;married;unknown;*;-45;*;*;unknown;*;*;*;*;-1;0;*;no
37;*;married;secondary;*;1613;*;*;cellular;*;*;*;*;281;11;*;no
35;*;married;secondary;*;257;*;*;cellular;*;*;*;*;-1;0;*;no
26;*;single;secondary;*;535;*;*;unknown;*;*;*;*;-1;0;*;no
55;*;married;tertiary;*;10065;*;*;cellular;*;*;*;*;177;3;*;no
29;*;single;tertiary;*;2344;*;*;cellular;*;*;*;*;-1;0;*;no
52;*;married;tertiary;*;732;*;*;telephone;*;*;*;*;-1;0;*;no
54;*;married;tertiary;*;1464;*;*;cellular;*;*;*;*;-1;0;*;yes
56;*;married;tertiary;*;787;*;*;cellular;*;*;*;*;-1;0;*;no
36;*;married;secondary;*;80;*;*;cellular;*;*;*;*;165;4;*;no
57;*;married;secondary;*;5888;*;*;unknown;*;*;*;*;-1;0;*;no
34;*;married;tertiary;*;159;*;*;cellular;*;*;*;*;275;2;*;no
44;*;single;unknown;*;5078;*;*;unknown;*;*;*;*;-1;0;*;no
57;*;divorced;secondary;*;910;*;*;unknown;*;*;*;*;-1;0;*;no
37;*;divorced;secondary;*;752;*;*;cellular;*;*;*;*;-1;0;*;no
50;*;married;tertiary;*;106;*;*;unknown;*;*;*;*;-1;0;*;no
30;*;single;tertiary;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
52;*;divorced;secondary;*;-209;*;*;unknown;*;*;*;*;-1;0;*;no
41;*;married;primary;*;-252;*;*;unknown;*;*;*;*;-1;0;*;no
54;*;married;secondary;*;3398;*;*;telephone;*;*;*;*;-1;0;*;no
46;*;married;secondary;*;216;*;*;unknown;*;*;*;*;-1;0;*;no
34;*;married;secondary;*;259;*;*;cellular;*;*;*;*;-1;0;*;no
44;*;married;secondary;*;2885;*;*;unknown;*;*;*;*;-1;0;*;no
60;*;married;secondary;*;2058;*;*;unknown;*;*;*;*;-1;0;*;no
77;*;married;tertiary;*;5619;*;*;cellular;*;*;*;*;-1;0;*;no
23;*;single;secondary;*;2530;*;*;cellular;*;*;*;*;364;3;*;no
34;*;married;tertiary;*;4028;*;*;cellular;*;*;*;*;-1;0;*;no
34;*;married;primary;*;165;*;*;cellular;*;*;*;*;329;1;*;no
51;*;married;secondary;*;707;*;*;telephone;*;*;*;*;-1;0;*;no
44;*;married;tertiary;*;3665;*;*;cellular;*;*;*;*;-1;0;*;no
55;*;divorced;tertiary;*;277;*;*;cellular;*;*;*;*;-1;0;*;no
53;*;married;tertiary;*;2385;*;*;cellular;*;*;*;*;-1;0;*;no
49;*;married;tertiary;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
40;*;married;secondary;*;-282;*;*;unknown;*;*;*;*;-1;0;*;no
31;*;married;secondary;*;2304;*;*;cellular;*;*;*;*;-1;0;*;no
29;*;single;tertiary;*;14;*;*;cellular;*;*;*;*;105;2;*;no
54;*;married;primary;*;950;*;*;unknown;*;*;*;*;-1;0;*;no
50;*;married;tertiary;*;6181;*;*;unknown;*;*;*;*;-1;0;*;no
34;*;married;secondary;*;0;*;*;telephone;*;*;*;*;-1;0;*;no
43;*;married;secondary;*;50;*;*;unknown;*;*;*;*;-1;0;*;no
58;*;married;primary;*;3401;*;*;cellular;*;*;*;*;265;2;*;no
56;*;divorced;secondary;*;450;*;*;unknown;*;*;*;*;-1;0;*;no
25;*;single;secondary;*;171;*;*;cellular;*;*;*;*;359;2;*;no
38;*;married;tertiary;*;940;*;*;cellular;*;*;*;*;-1;0;*;no
29;*;single;tertiary;*;1028;*;*;cellular;*;*;*;*;-1;0;*;no
37;*;single;tertiary;*;24;*;*;cellular;*;*;*;*;-1;0;*;no
40;*;married;tertiary;*;642;*;*;cellular;*;*;*;*;-1;0;*;no
59;*;married;primary;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
53;*;divorced;primary;*;-834;*;*;cellular;*;*;*;*;-1;0;*;no
32;*;single;tertiary;*;14;*;*;cellular;*;*;*;*;-1;0;*;no
39;*;married;tertiary;*;88;*;*;cellular;*;*;*;*;-1;0;*;no
34;*;married;tertiary;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
31;*;married;secondary;*;1230;*;*;cellular;*;*;*;*;-1;0;*;no
28;*;married;tertiary;*;1198;*;*;cellular;*;*;*;*;-1;0;*;no
42;*;married;tertiary;*;7;*;*;cellular;*;*;*;*;-1;0;*;no
30;*;divorced;secondary;*;370;*;*;unknown;*;*;*;*;-1;0;*;no
40;*;married;secondary;*;771;*;*;cellular;*;*;*;*;-1;0;*;no
37;*;married;tertiary;*;986;*;*;cellular;*;*;*;*;-1;0;*;no
31;*;married;tertiary;*;1224;*;*;cellular;*;*;*;*;119;2;*;no
30;*;married;secondary;*;-559;*;*;cellular;*;*;*;*;184;1;*;no
55;*;married;primary;*;255;*;*;unknown;*;*;*;*;-1;0;*;no
40;*;married;secondary;*;1538;*;*;unknown;*;*;*;*;-1;0;*;no
29;*;married;secondary;*;296;*;*;unknown;*;*;*;*;-1;0;*;no
36;*;single;secondary;*;1822;*;*;cellular;*;*;*;*;323;1;*;yes
53;*;divorced;tertiary;*;-309;*;*;cellular;*;*;*;*;428;2;*;yes
40;*;married;primary;*;1314;*;*;unknown;*;*;*;*;-1;0;*;no
30;*;married;tertiary;*;877;*;*;cellular;*;*;*;*;83;5;*;no
36;*;divorced;secondary;*;82;*;*;cellular;*;*;*;*;-1;0;*;no
36;*;married;secondary;*;1160;*;*;cellular;*;*;*;*;323;3;*;no
52;*;married;unknown;*;370;*;*;cellular;*;*;*;*;-1;0;*;no
42;*;married;secondary;*;8131;*;*;cellular;*;*;*;*;175;1;*;no
47;*;married;secondary;*;1740;*;*;cellular;*;*;*;*;490;1;*;no
33;*;married;tertiary;*;310;*;*;cellular;*;*;*;*;-1;0;*;no
51;*;married;secondary;*;949;*;*;cellular;*;*;*;*;-1;0;*;yes
31;*;single;secondary;*;823;*;*;cellular;*;*;*;*;-1;0;*;no
52;*;married;primary;*;117;*;*;cellular;*;*;*;*;-1;0;*;no
47;*;divorced;secondary;*;-116;*;*;cellular;*;*;*;*;-1;0;*;no
33;*;single;tertiary;*;27;*;*;cellular;*;*;*;*;-1;0;*;no
48;*;married;secondary;*;1355;*;*;cellular;*;*;*;*;-1;0;*;no
26;*;married;primary;*;440;*;*;cellular;*;*;*;*;-1;0;*;no
57;*;married;secondary;*;7633;*;*;cellular;*;*;*;*;-1;0;*;no
32;*;married;secondary;*;983;*;*;cellular;*;*;*;*;133;1;*;yes
33;*;married;secondary;*;0;*;*;unknown;*;*;*;*;-1;0;*;yes
49;*;married;secondary;*;3635;*;*;cellular;*;*;*;*;-1;0;*;no
41;*;married;tertiary;*;1254;*;*;cellular;*;*;*;*;-1;0;*;no
32;*;single;tertiary;*;29;*;*;cellular;*;*;*;*;-1;0;*;no
34;*;married;secondary;*;903;*;*;cellular;*;*;*;*;-1;0;*;no
58;*;married;primary;*;0;*;*;telephone;*;*;*;*;-1;0;*;no
47;*;married;secondary;*;8;*;*;unknown;*;*;*;*;-1;0;*;no
39;*;married;tertiary;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
36;*;married;secondary;*;349;*;*;cellular;*;*;*;*;-1;0;*;no
25;*;single;secondary;*;959;*;*;cellular;*;*;*;*;-1;0;*;no
40;*;married;secondary;*;694;*;*;cellular;*;*;*;*;196;5;*;no
43;*;divorced;secondary;*;16;*;*;unknown;*;*;*;*;-1;0;*;no
50;*;married;unknown;*;605;*;*;unknown;*;*;*;*;-1;0;*;no
45;*;married;secondary;*;144;*;*;cellular;*;*;*;*;-1;0;*;no
30;*;single;tertiary;*;4213;*;*;cellular;*;*;*;*;-1;0;*;no
